eprew_recent,epcount,n_updates,recent_best_eplen,recent_worst_eplen,tcount,best_ext_ret,rew_mean,eplen_std,best_eplen,recent_best_ext_ret,eprew,eprew_std,total_secs,eplen
13.752511160714286,73120.0,110,70,70,7038400.0,20.0625,0.22988781,0.0,70,18.5,13.775,1.4144068986681309,27791.1355612278,70.0
13.594625538793103,74048.0,111,70,70,7103360.0,20.0625,0.22438028,0.0,70,18.8125,13.15,1.7728860651491398,28137.882949113846,70.0
13.784598214285714,74944.0,112,70,70,7166080.0,20.0625,0.22690287,0.0,70,19.125,13.971875,1.4806664198512103,28487.840098381042,70.0
13.723262392241379,75872.0,113,70,70,7231040.0,20.0625,0.22707865,0.0,70,18.1875,14.10625,1.2646176546687933,28834.107837677002,70.0
13.983049665178571,76768.0,114,70,70,7293760.0,20.0625,0.2322529,0.0,70,19.4375,13.365625,1.4864327841766003,29184.03136754036,70.0
13.772090517241379,77696.0,115,70,70,7358720.0,20.0625,0.22685792,0.0,70,18.1875,13.66875,1.4930960911810063,29533.112918138504,70.0
14.205482219827585,78624.0,116,70,70,7423680.0,20.0625,0.23391652,0.0,70,18.8125,14.209375,1.4776029733575256,29879.94288086891,70.0
13.560686383928571,79520.0,117,70,70,7486400.0,20.0625,0.22766282,0.0,70,17.5625,14.0125,1.6580297041971237,30225.295669555664,70.0
14.091662176724139,80448.0,118,70,70,7551360.0,20.0625,0.23106222,0.0,70,19.125,14.08125,1.6459111268534519,30573.71017408371,70.0
13.928989955357142,81344.0,119,70,70,7614080.0,20.0625,0.22907963,0.0,70,18.8125,14.371875,1.6015708841243959,30920.584355831146,70.0
13.63604525862069,82272.0,120,70,70,7679040.0,20.0625,0.22521818,0.0,70,19.125,13.321875,1.2400029926879206,31267.02939581871,70.0
13.84423828125,83168.0,121,70,70,7741760.0,20.0625,0.2308443,0.0,70,17.875,14.25,1.627402070786442,31614.73102068901,70.0
14.080886314655173,84096.0,122,70,70,7806720.0,20.0625,0.2318651,0.0,70,18.5,14.571875,1.3914183130442834,31958.405344486237,70.0
14.035425646551724,85024.0,123,70,70,7871680.0,20.0625,0.22960153,0.0,70,18.1875,13.5625,1.6447121708675958,32307.126713752747,70.0
13.860281808035714,85920.0,124,70,70,7934400.0,20.0625,0.23047458,0.0,70,17.875,13.825,1.6764219710442831,32655.87330508232,70.0
14.246565193965518,86848.0,125,70,70,7999360.0,20.0625,0.23254637,0.0,70,18.8125,14.1125,1.6635569948156268,33000.808408498764,70.0
13.858189174107142,87744.0,126,70,70,8062080.0,20.0625,0.22910036,0.0,70,17.875,14.046875,1.293293246667205,33348.41749763489,70.0
13.858634159482758,88672.0,127,70,70,8127040.0,20.0625,0.22751929,0.0,70,18.5,13.834375,1.4877461718569467,33691.20252799988,70.0
14.03955078125,89568.0,128,70,70,8189760.0,20.0625,0.23303896,0.0,70,19.125,13.053125,1.8212370238041502,34042.31728219986,70.0
13.822602370689655,90496.0,129,70,70,8254720.0,20.0625,0.22650972,0.0,70,19.125,14.378125,1.4056908610626306,34388.463161706924,70.0
13.936759159482758,91424.0,130,70,70,8319680.0,20.0625,0.22880298,0.0,70,18.5,13.8125,1.4849505463145902,34735.59028553963,70.0
13.777971540178571,92320.0,131,70,70,8382400.0,20.0625,0.230753,0.0,70,18.8125,13.565625,1.2587932899705971,35081.60388660431,70.0
14.150255926724139,93248.0,132,70,70,8447360.0,20.6875,0.2301149,0.0,70,20.6875,13.728125,1.346186018674611,35430.236807346344,70.0
13.835867745535714,94144.0,133,70,70,8510080.0,20.6875,0.22661954,0.0,70,18.5,13.7375,1.3507231859267097,35779.240874528885,70.0
