recent_best_eplen,total_secs,eprew_std,best_ext_ret,eprew,epcount,tcount,recent_worst_eplen,eplen_std,rew_mean,eplen,n_updates,eprew_recent,recent_best_ext_ret,best_eplen
44,16332.5638153553,1.9071539004495672,122.5,118.14200000000001,359528.0,23166276.0,126,4.71805044483418,2.3001592,52.4,181,118.33587044534411,121.5,42
43,16423.153068065643,1.0140862882417851,122.5,118.52299999999997,362006.0,23294204.0,132,1.1035850669522493,2.3065107,51.39,182,118.37409200968523,121.9,42
44,16512.38028383255,2.1698098995073276,122.5,118.375,364478.0,23422289.0,174,5.068836158330629,2.2990205,51.87,183,118.31589805825244,121.7,42
43,16605.85928440094,2.3755881377040082,122.5,118.49099999999999,366958.0,23550236.0,138,5.961677616241925,2.30902,51.72,184,118.40580645161292,121.9,42
43,16696.73000383377,1.5096343928249647,122.5,118.20200000000001,369431.0,23678261.0,120,3.054488500551278,2.3016503,52.01,185,118.35272947836637,121.9,42
44,16788.61134004593,1.8195603864670165,122.5,118.24,371911.0,23806232.0,123,2.646960521050512,2.3098466,51.56,186,118.40745967741935,121.7,42
42,16878.19627714157,1.0543106752755569,122.5,118.52299999999997,374390.0,23934387.0,144,1.4395832730342488,2.308397,51.26,187,118.31847519160952,122.4,42
43,16966.87718153,2.5208681044433874,122.5,118.06799999999997,376868.0,24062602.0,168,5.944375492850364,2.3061337,52.38,188,118.35601291364001,122.1,42
44,17056.63188791275,1.2987451636098588,122.5,118.369,379339.0,24190132.0,138,1.1608186766243902,2.2989905,51.55,189,118.41545932820719,121.7,42
45,17147.132235765457,2.832329606525343,122.5,118.10300000000001,381821.0,24318435.0,154,7.04933330180947,2.31189,52.63,190,118.38331990330377,121.3,42
44,17240.22162938118,1.6162252318287817,122.5,118.404,384297.0,24446280.0,132,3.9116620508423274,2.3042076,51.83,191,118.3808562197092,121.7,42
43,17332.154914855957,1.198655913930266,122.5,118.43199999999999,386766.0,24574129.0,165,2.306924359401495,2.296103,51.59,192,118.30457675172134,121.9,42
43,17422.894321918488,1.531168181487586,122.5,118.41799999999998,389243.0,24702197.0,133,1.4060938802227965,2.3044758,51.27,193,118.36245458215585,121.9,42
44,17512.923407316208,1.7666963519518566,122.5,118.37200000000001,391705.0,24830090.0,243,1.4563996704201767,2.2890959,51.17,194,118.22652315190899,121.7,42
42,17603.920687675476,1.7854442024325483,122.5,118.333,394192.0,24958430.0,102,3.385911989405513,2.313353,51.66,195,118.41769199839166,122.3,42
41,17694.75559592247,1.0398346022324902,122.8,118.51199999999999,396672.0,25086473.0,139,1.4458215657542257,2.3076184,51.36,196,118.4046370967742,122.8,41
43,17785.178816080093,0.6459558808463631,122.8,118.57099999999997,399159.0,25214387.0,89,1.2587295182047649,2.3160837,51.34,197,118.47450743868113,121.9,41
45,17875.93801021576,4.219873931766209,122.8,118.208,401634.0,25342275.0,169,10.510489998092382,2.3031492,52.36,198,118.39814141414142,121.3,41
45,17968.435199022293,1.3918401488676786,122.8,118.441,404114.0,25470300.0,157,1.3021520648526421,2.3113198,51.38,199,118.39451612903227,121.1,41
43,18058.509572029114,1.3641887699288548,122.8,118.53299999999999,406598.0,25598146.0,107,3.4081666625914875,2.3113697,51.62,200,118.44895330112719,122.1,41
44,18149.996970415115,3.427701270531024,122.8,117.808,409080.0,25726384.0,119,7.792842870223932,2.3086047,52.46,201,118.35382755842063,121.6,41
43,18243.15124797821,1.0308729310637663,122.8,118.35099999999998,411554.0,25854202.0,168,2.149418526020468,2.3025413,51.6,202,118.37772837510106,122.1,41
43,18333.633191347122,0.6913349405317225,122.8,118.584,414041.0,25982229.0,135,1.6069847541280535,2.3175406,51.24,203,118.4750703659027,121.9,41
