eprew_recent,n_updates,epcount,tcount,recent_best_ext_ret,recent_best_eplen,eprew_std,recent_worst_eplen,total_secs,best_eplen,eplen,eprew,best_ext_ret,eplen_std,rew_mean
230.10602674116944,158,612631.0,40444673.0,233.2,44,1.7354538311346677,165,33761.161776304245,42,50.62,230.36000000000004,234.0,1.1981652640600127,4.515331
230.06791208791208,159,617636.0,40700560.0,233.4,44,0.5732878857956087,217,33975.89027309418,42,50.75,230.47100000000006,234.0,0.9937303457175896,4.513113
230.02086330935253,160,622640.0,40956441.0,233.2,44,0.5352980478200909,375,34190.02819561958,42,50.82,230.4840000000001,234.0,1.3444701558606647,4.5120115
230.08818489738994,161,627659.0,41212389.0,234.2,42,1.8607662400204907,114,34404.301676511765,42,50.85,230.24300000000002,234.2,1.904599695474091,4.52426
230.09118468288796,162,632673.0,41468629.0,234.0,42,1.7396263966725742,180,34615.17831683159,42,50.85,230.19000000000003,234.2,1.3444329659748753,4.520705
230.1640239043825,163,637693.0,41724355.0,233.2,44,1.0838353195942645,116,34832.50665259361,42,50.99,230.351,234.2,2.343053563194832,4.526456
230.10974542561652,164,642721.0,41980694.0,232.8,45,3.9160197905526486,148,35045.40765762329,42,52.08,229.733,234.2,9.57776591904396,4.534315
230.10919037199122,165,647748.0,42236824.0,233.6,43,1.5776995911769784,112,35256.74138998985,42,51.29,230.30800000000002,234.2,3.9352128277896226,4.534012
230.125587883619,166,652766.0,42492363.0,233.0,45,2.829444468442524,197,35471.36982178688,42,50.84,229.96200000000005,234.2,1.6169106345126187,4.5234413
230.11481628599805,167,657801.0,42748565.0,234.0,42,1.767448726271856,139,35685.985470056534,42,50.93,230.20500000000007,234.2,1.4849579118614777,4.5401936
230.1387775352253,168,662840.0,43004816.0,233.2,44,2.5638026445106883,101,35901.85804152489,42,51.16,229.95400000000006,234.2,2.8625862432422884,4.5428123
230.13710254372018,169,667872.0,43260809.0,233.2,44,2.4999749998749983,119,36116.666550159454,42,50.86,230.06500000000003,234.2,2.3707382816329603,4.5394897
230.11348716928586,170,672899.0,43516591.0,234.0,42,2.9280469600059362,375,36328.026366472244,42,50.91,229.97100000000003,234.2,2.7896057069055473,4.532189
230.151754907793,171,677942.0,43772808.0,233.6,43,3.619071013395564,109,36542.23083901405,42,51.4,229.685,234.2,5.917769850205397,4.5474834
230.1715902322811,172,682979.0,44028640.0,233.2,44,2.0170718876629077,130,36753.86102557182,42,50.85,230.36100000000005,234.2,3.014548058996572,4.5425677
230.13776764472644,173,688023.0,44284582.0,234.0,42,2.3832907921611257,127,36968.19021677971,42,50.72,230.08500000000004,234.2,2.107510379571118,4.549502
230.21068883610454,174,693075.0,44541012.0,233.6,43,2.610057470631632,108,37181.28199696541,42,50.73,230.12000000000006,234.2,2.9760880363322584,4.556736
230.2101409009724,175,698114.0,44796494.0,233.2,44,2.3928226010300038,105,37395.78524231911,42,50.48,230.22000000000003,234.2,1.1617228585166084,4.5474467
