n_updates,epcount,total_secs,best_ext_ret,eprew_recent,tcount,eprew_std,eplen_std,recent_worst_eplen,eplen,recent_best_eplen,best_eplen,rew_mean,eprew,recent_best_ext_ret
283,356881,83984.60482,233.4,227.4273797,72438856,3.86041591,9.630010384,217,136.73,125,122,1.6732239,227.467,232.3
284,358761,84286.15482,233.4,227.4976064,72695732,2.426739376,6.019061389,229,135.97,126,122,1.6816874,227.756,231.9
285,360635,84587.02955,233.4,227.572412,72951423,3.379141311,8.429448381,248,136.62,126,122,1.6751547,227.498,231.7
286,362509,84880.32325,233.4,227.7278015,73206414,2.643199576,6.58634952,201,135.6,125,122,1.679247,227.936,232.3
287,364399,85177.82779,233.4,227.8048148,73463247,2.571057953,6.388888792,273,136.11,126,122,1.6936334,227.731,231.6
288,366272,85471.15005,233.4,227.6735718,73718388,2.391054997,5.93130677,310,134.86,124,122,1.676046,228.216,232.4
289,368161,85765.98529,233.4,227.7317099,73975396,3.423473528,8.535918228,303,136.59,125,122,1.691535,227.527,232.2
290,370050,86066.72811,233.4,227.9961355,74231153,2.94693383,7.353223783,227,135.99,125,122,1.6946516,227.759,232
291,371940,86364.48642,233.4,227.926455,74487354,2.381051028,5.929747044,188,135.41,125,122,1.6951731,227.986,232.3
292,373818,86663.13355,233.4,227.842279,74742346,2.645463097,6.577203053,306,136.02,125,122,1.6812602,227.755,232
293,375710,86958.32483,233.4,227.9151691,74998871,2.734339225,6.779756633,220,135.57,126,122,1.6960202,227.933,231.9
294,377604,87256.95534,233.4,227.9865892,75255354,2.751887352,6.844523358,238,136.25,125,122,1.698011,227.654,232.1
295,379492,87553.55568,233.4,228.0739936,75510668,2.305763214,5.738850059,301,134.16,124,122,1.6934612,228.516,232.7
296,381395,87855.38102,233.4,228.1201261,75767882,2.037501166,5.033994438,262,135.33,124,122,1.7075418,228.033,232.5
297,383286,88155.70021,233.4,228.1420412,76023385,2.961251593,7.348224275,210,135.06,125,122,1.6968299,228.167,232.3
298,385192,88456.27781,233.4,228.3432319,76279921,2.153063863,5.327062981,189,134.32,125,122,1.7098488,228.446,232.3
299,387091,88757.47591,233.4,228.3471301,76535504,2.962579282,7.340544939,196,134.42,125,122,1.7053577,228.418,232.3
300,388992,89054.67729,233.4,228.386323,76791169,2.450388541,6.083904996,211,134.19,125,122,1.7092665,228.486,232.3
