eprew,eprew_std,eplen_std,recent_best_ext_ret,rew_mean,n_updates,recent_best_eplen,best_eplen,eplen,epcount,total_secs,tcount,eprew_recent,recent_worst_eplen,best_ext_ret
2.484375,1.4370753448845333,0.0,9.5,0.074973024,66,65,65,65.0,35424.0,12751.196925163269,4222560.0,2.6842237903225805,65,9.5
2.228125,1.6267148403684648,0.0,8.25,0.07358559,67,65,65,65.0,36416.0,13105.212047100067,4287040.0,2.624054939516129,65,9.5
2.7,1.4149867490545627,0.0,6.6875,0.06549701,68,65,65,65.0,37408.0,13459.17505812645,4351520.0,2.133568548387097,65,9.5
2.378125,1.7378456265948938,0.0,8.5625,0.070215896,69,65,65,65.0,38368.0,13811.85570192337,4413920.0,2.4586588541666665,65,9.5
2.4625,2.076881676937808,0.0,9.1875,0.07752512,70,65,65,65.0,39360.0,14165.621759414673,4478400.0,3.018775201612903,65,9.5
3.125,1.4300076485809439,0.0,7.9375,0.07485924,71,65,65,65.0,40352.0,14517.273675203323,4542880.0,2.8754410282258065,65,9.5
2.475,1.4852661798479088,0.0,8.875,0.07169577,72,65,65,65.0,41344.0,14870.681963205338,4607360.0,2.606413810483871,65,9.5
2.609375,1.402686457079771,0.0,7.0,0.07150877,73,65,65,65.0,42336.0,15224.867333889008,4671840.0,2.5922379032258065,65,9.5
4.24375,1.7674244149326443,0.0,8.5625,0.074384406,74,65,65,65.0,43296.0,15575.571854352951,4734240.0,2.8798828125,65,9.5
2.865625,2.179384499549127,0.0,8.25,0.07356956,75,65,65,65.0,44288.0,15927.07822394371,4798720.0,2.8092867943548385,65,9.5
2.125,2.334774480544106,0.0,8.25,0.07679562,76,65,65,65.0,45280.0,16278.24810385704,4863200.0,3.0269657258064515,65,9.5
3.815625,1.8348274569765408,0.0,7.3125,0.07768743,77,65,65,65.0,46272.0,16629.990728139877,4927680.0,3.1595892137096775,65,9.5
3.625,1.338288319085241,0.0,7.3125,0.07090328,78,65,65,65.0,47232.0,16979.66655778885,4990080.0,2.7041015625,65,9.5
3.009375,1.4729693384028741,0.0,7.625,0.06985368,79,65,65,65.0,48224.0,17330.664401769638,5054560.0,2.690524193548387,65,9.5
2.715625,1.443800729628227,0.0,7.9375,0.071275264,80,65,65,65.0,49216.0,17681.72943997383,5119040.0,2.676663306451613,65,9.5
1.265625,1.2993199844053043,0.0,8.25,0.07652263,81,65,65,65.0,50208.0,18034.639605283737,5183520.0,2.966796875,65,9.5
2.084375,1.525086447344871,0.0,8.875,0.070003614,82,65,65,65.0,51168.0,18388.872951745987,5245920.0,2.728515625,65,9.5
2.86875,1.3930491511429164,0.0,7.625,0.06915546,83,65,65,65.0,52160.0,18737.508575439453,5310400.0,2.6725680443548385,65,9.5
3.684375,1.710431574742176,0.0,8.5625,0.070465714,84,65,65,65.0,53152.0,19088.910096645355,5374880.0,2.6136592741935485,65,9.5
2.890625,1.351630236741913,0.0,8.875,0.071381524,85,65,65,65.0,54144.0,19439.745508670807,5439360.0,2.8303931451612905,65,9.5
2.36875,1.2218550190182138,0.0,7.3125,0.06996403,86,65,65,65.0,55136.0,19793.12113046646,5503840.0,2.7006048387096775,65,9.5
3.06875,1.4157181260759504,0.0,7.9375,0.07593429,87,65,65,65.0,56096.0,20146.253618717194,5566240.0,3.0462239583333335,65,9.5
3.753125,1.0842399051293954,0.0,8.5625,0.07395625,88,65,65,65.0,57088.0,20496.798930883408,5630720.0,2.9885332661290325,65,9.5
2.03125,1.79870830389477,0.0,9.1875,0.075065486,89,65,65,65.0,58080.0,20847.774750232697,5695200.0,3.082094254032258,65,9.5
1.8625,2.5404231930920487,0.0,9.1875,0.07463718,90,65,65,65.0,59072.0,21197.977368593216,5759680.0,3.0231854838709675,65,9.5
1.84375,1.7916363854030204,0.0,9.1875,0.07150891,91,65,65,65.0,60032.0,21555.52166390419,5822080.0,2.7535807291666665,65,9.5
2.03125,1.190374809671307,0.0,7.625,0.07057027,92,65,65,65.0,61024.0,21908.085728168488,5886560.0,2.780304939516129,65,9.5
3.353125,1.5762241026817856,0.0,7.625,0.06934707,93,65,65,65.0,62016.0,22263.876099824905,5951040.0,2.679498487903226,65,9.5
2.2125,1.028765947628517,0.0,7.625,0.0734432,94,65,65,65.0,63008.0,22615.147572040558,6015520.0,2.8615801411290325,65,9.5
2.63125,1.2499843749023427,0.0,7.9375,0.064867854,95,65,65,65.0,63968.0,22964.784739732742,6077920.0,2.3958333333333335,65,9.5
3.821875,1.869290787136929,0.0,8.5625,0.07433676,96,65,65,65.0,64960.0,23317.81642460823,6142400.0,3.063508064516129,65,9.5
2.96875,1.4654217609616693,0.0,6.6875,0.070718005,97,65,65,65.0,65952.0,23669.58194732666,6206880.0,2.7963709677419355,65,9.5
2.784375,1.5280547018595245,0.0,9.5,0.0719001,98,65,65,65.0,66944.0,24021.402468681335,6271360.0,2.9094632056451615,65,9.5
1.534375,1.4859333924759213,0.0,7.9375,0.06811416,99,65,65,65.0,67936.0,24373.604078769684,6335840.0,2.622164818548387,65,9.5
4.15625,1.2597277731716483,0.0,8.5625,0.07082281,100,65,65,65.0,68896.0,24722.971353292465,6398240.0,2.8193359375,65,9.5
1.9,1.5723936768506797,0.0,9.1875,0.07479187,101,65,65,65.0,69888.0,25076.5218873024,6462720.0,3.0688634072580645,65,9.5
2.96875,1.35532802763759,0.0,8.25,0.07038001,102,65,65,65.0,70880.0,25425.805614233017,6527200.0,2.8010962701612905,65,9.5
2.140625,1.4179203245863288,0.0,8.5625,0.07610429,103,65,65,65.0,71872.0,25775.79219698906,6591680.0,3.143523185483871,65,9.5
2.053125,1.0653042039131357,0.0,9.1875,0.0731989,104,65,65,65.0,72832.0,26125.954456567764,6654080.0,3.0074869791666665,65,9.5
3.234375,2.0181670017307787,0.0,8.25,0.07431979,105,65,65,65.0,73824.0,26476.219902038574,6718560.0,3.012789818548387,65,9.5
2.971875,2.203909434816912,0.0,8.875,0.07666335,106,65,65,65.0,74816.0,26827.247779369354,6783040.0,3.215977822580645,65,9.5
1.9125,1.213594866501997,0.0,8.5625,0.06635118,107,65,65,65.0,75808.0,27180.07279920578,6847520.0,2.520728326612903,65,9.5
2.409375,1.4971946422810227,0.0,7.625,0.06903772,108,65,65,65.0,76768.0,27531.377650499344,6909920.0,2.7379557291666665,65,9.5
2.75625,1.4949001847949583,0.0,8.25,0.07782071,109,65,65,65.0,77760.0,27880.480670928955,6974400.0,3.3804183467741935,65,9.5
2.74375,1.3591271325744327,0.0,7.625,0.06797319,110,65,65,65.0,78752.0,28231.366521835327,7038880.0,2.624054939516129,65,9.5
2.7375,1.9958550799093606,0.0,6.6875,0.06678789,111,65,65,65.0,79744.0,28583.48753786087,7103360.0,2.6284652217741935,65,9.5
2.921875,1.2604059056014456,0.0,8.25,0.07151281,112,65,65,65.0,80736.0,28936.346557617188,7167840.0,2.8861517137096775,65,9.5
2.878125,1.1098766471437265,0.0,10.4375,0.07569368,113,65,65,65.0,81696.0,29286.834396362305,7230240.0,3.2177734375,65,10.4375
3.521875,1.3025328390773876,0.0,7.3125,0.0706147,114,65,65,65.0,82688.0,29635.529286384583,7294720.0,2.852444556451613,65,10.4375
3.66875,1.7008844206764904,0.0,7.9375,0.07209289,115,65,65,65.0,83680.0,29985.971341133118,7359200.0,2.9280493951612905,65,10.4375
0.95,2.8765349163533545,0.0,8.5625,0.063723475,116,65,65,65.0,84672.0,30338.28143262863,7423680.0,2.3940902217741935,65,10.4375
3.625,1.5946688527716342,0.0,8.25,0.073464476,117,65,65,65.0,85632.0,30689.333014011383,7486080.0,3.0999348958333335,65,10.4375
2.05,1.1513578939669455,0.0,7.9375,0.07056212,118,65,65,65.0,86624.0,31038.31020474434,7550560.0,2.8382686491935485,65,10.4375
2.96875,1.1655035124357198,0.0,8.5625,0.06553753,119,65,65,65.0,87616.0,31389.706934690475,7615040.0,2.5056073588709675,65,10.4375
2.234375,1.194367477736647,0.0,7.3125,0.07060686,120,65,65,65.0,88608.0,31739.029625415802,7679520.0,2.764868951612903,65,10.4375
3.25625,2.0401152694149416,0.0,7.3125,0.071795285,121,65,65,65.0,89568.0,32090.616814136505,7741920.0,2.970703125,65,10.4375
1.88125,1.8491868990180522,0.0,8.5625,0.06688265,122,65,65,65.0,90560.0,32439.162094831467,7806400.0,2.5953881048387095,65,10.4375
4.159375,1.3199897904434714,0.0,7.625,0.07261411,123,65,65,65.0,91552.0,32789.84731888771,7870880.0,3.083984375,65,10.4375
4.3625,2.389070164310793,0.0,9.5,0.08019546,124,65,65,65.0,92544.0,33140.17416405678,7935360.0,3.460748487903226,65,10.4375
2.946875,1.4020457987794122,0.0,7.625,0.07410628,125,65,65,65.0,93536.0,33491.09534430504,7999840.0,3.0893397177419355,65,10.4375
3.0625,1.1396614080506544,0.0,7.625,0.07324191,126,65,65,65.0,94496.0,33841.731077194214,8062240.0,3.0244140625,65,10.4375
3.309375,1.7335696328313437,0.0,8.25,0.074508086,127,65,65,65.0,95488.0,34191.27402496338,8126720.0,3.1693548387096775,65,10.4375
2.153125,1.0946380323536178,0.0,8.25,0.07521911,128,65,65,65.0,96480.0,34541.31064772606,8191200.0,3.2213331653225805,65,10.4375
1.40625,1.2956507776017425,0.0,9.5,0.06712282,129,65,65,65.0,97472.0,34893.2672624588,8255680.0,2.649571572580645,65,10.4375
2.565625,2.1563383134088676,0.0,9.5,0.068246566,130,65,65,65.0,98432.0,35244.2565472126,8318080.0,2.7376302083333335,65,10.4375
4.534375,1.1335568675081986,0.0,7.0,0.075126246,131,65,65,65.0,99424.0,35595.254907369614,8382560.0,3.2279485887096775,65,10.4375
3.309375,1.632013111735013,0.0,8.5625,0.07448095,132,65,65,65.0,100416.0,35946.59619426727,8447040.0,3.065398185483871,65,10.4375
