n_updates,advstd,eplen,advmean,opt_vf,best_ext_ret,vpredmean,eprew,ups,opt_feat_var,rank,eprew_recent,vpredstd,total_secs,retmean,recent_best_ext_ret,opt_pg,retstd,ev,opt_ent,opt_tot,opt_clipfrac,tps,epcount,tcount,opt_dyn_loss,rew_mean,opt_approxkl
83,1.7373399,1000.0,0.058719147,1.4536128,-126.0,-15.6095705,-155.52,0.0021971534934791307,0.17076609,0,-155.375,2.6088645,38170.5629901886,-15.550852,-142.0,-0.029273525,3.1050172,0.6869299411773682,1.6339468,1.4227053,0.0,562.4712943306574,21120.0,21120000.0,0.073181994,-0.15129758,1.0842046e-12
84,1.7452264,1000.0,0.089605056,1.4872746,-126.0,-15.767829,-154.32,0.0021899089507389706,0.16681182,0,-154.53125,2.5875077,38627.20297956467,-15.678225,-134.0,-0.091387026,3.090725,0.6811526417732239,1.6320435,1.3942556,0.0,560.6166913891765,21376.0,21376000.0,0.07211286,-0.15123966,1.1517695e-12
85,1.752995,1000.0,0.10622255,1.5285528,-126.0,-15.750708,-154.8,0.002182915775689518,0.16568735,0,-154.671875,2.689959,39085.305857896805,-15.644484,-126.0,-0.13432539,3.17513,0.695183515548706,1.6234009,1.392604,0.0,558.8264385765166,21632.0,21632000.0,0.07274486,-0.1503809,1.1052619e-12
86,1.7572302,1000.0,0.10920087,1.5421032,-126.0,-15.792007,-155.6,0.0021604607660755705,0.17174686,0,-154.28125,2.5835156,39548.170083761215,-15.682808,-134.0,-0.12636024,3.1064823,0.6800224483013153,1.6432292,1.4140997,0.0,553.0779561153461,21888.0,21888000.0,0.074268065,-0.15087093,1.1869099e-12
87,1.7508614,1000.0,0.11171869,1.5920198,-126.0,-15.784315,-154.92,0.002171019129358079,0.16648969,0,-154.171875,2.5258656,40008.78325223923,-15.672598,-126.0,-0.09384565,3.0786235,0.6765625476837158,1.6182345,1.4965559,0.0,555.7808971156683,22144.0,22144000.0,0.07361284,-0.15060735,1.1308684e-12
88,1.7119328,1000.0,0.049981087,1.583236,-126.0,-15.612665,-156.88,0.0022095177999425495,0.16976826,0,-154.984375,2.5361807,40461.370690107346,-15.562685,-126.0,-0.13589236,3.0536094,0.6856985092163086,1.6041912,1.4457394,0.0,565.6365567852927,22400.0,22400000.0,0.075576276,-0.15208314,1.1150705e-12
89,1.7038287,1000.0,0.036954857,1.4883628,-126.0,-15.504711,-155.36,0.0021906251549736033,0.16963263,0,-155.125,2.447962,40917.86138534546,-15.467754,-142.0,-0.02525785,2.9947138,0.676301121711731,1.6090094,1.4614959,0.0,560.8000396732424,22656.0,22656000.0,0.07201193,-0.15222219,1.1352605e-12
90,1.70755,1000.0,0.033301715,1.3831668,-118.0,-15.411494,-154.12,0.0022074859339194118,0.16800228,0,-155.21875,2.4241674,41370.86540436745,-15.378192,-118.0,-0.07116632,2.9864595,0.6730859577655792,1.5985725,1.3104019,0.0,565.1163990833694,22912.0,22912000.0,0.07410615,-0.15161136,1.0759832e-12
91,1.7089217,1000.0,0.008033742,1.4046623,-118.0,-15.282036,-156.08,0.002211687284807259,0.16871047,0,-155.8125,2.49163,41823.00889086723,-15.274004,-134.0,0.024437418,3.033813,0.6827024817466736,1.5779258,1.4275217,0.0,566.1919449106582,23168.0,23168000.0,0.06867941,-0.15119782,1.1661352e-12
92,1.72945,1000.0,0.041517023,1.5549912,-118.0,-15.4823475,-154.44,0.002218942268849033,0.16877007,0,-154.203125,2.5567312,42273.67406320572,-15.440832,-134.0,-0.06392417,3.0895593,0.6866548955440521,1.5810004,1.4894861,0.0,568.0492208253524,23424.0,23424000.0,0.07499225,-0.15123841,1.1208821e-12
93,1.7592292,1000.0,0.06015582,1.4652187,-118.0,-15.564487,-154.12,0.002171066867053934,0.16409299,0,-154.6875,2.6610496,42734.27710366249,-15.50433,-134.0,-0.038397178,3.158805,0.6898303627967834,1.589983,1.4252315,0.0,555.793117965807,23680.0,23680000.0,0.069448754,-0.15037036,1.2009178e-12
94,1.7439513,1000.0,0.07015173,1.546062,-118.0,-15.590855,-153.48,0.0021832194957197722,0.16698614,0,-153.578125,2.6718473,43192.316252708435,-15.520702,-126.0,-0.06128562,3.1819685,0.6996158957481384,1.5799437,1.4831964,0.0,558.9041909042618,23936.0,23936000.0,0.07257935,-0.15032199,1.1494417e-12
95,1.7709383,1000.0,0.083804116,1.5531374,-118.0,-15.587521,-152.72,0.0022174912216340196,0.16752085,0,-153.3125,2.7172353,43643.276324272156,-15.5037155,-126.0,-0.09790674,3.218779,0.6972915530204773,1.5630723,1.4536676,0.0,567.6777527383091,24192.0,24192000.0,0.074374035,-0.14949398,1.0993397e-12
96,1.7745008,1000.0,0.07462085,1.7005613,-118.0,-15.574403,-153.52,0.0021899783838066835,0.16647634,0,-153.546875,2.7505054,44099.90183591843,-15.4997835,-134.0,-0.077244096,3.2258017,0.6973943114280701,1.5856296,1.6217315,0.0,560.634466254511,24448.0,24448000.0,0.070016354,-0.14936022,1.1700935e-12
97,1.8072913,1000.0,0.12502667,1.620242,-118.0,-15.790516,-151.72,0.0021912655218750982,0.16687702,0,-152.59375,2.7565186,44556.25912809372,-15.665487,-118.0,-0.11592798,3.2500784,0.6907792389392853,1.5614185,1.5027525,0.0,560.9639736000252,24704.0,24704000.0,0.07382516,-0.14874697,1.1159151e-12
98,1.7866985,1000.0,0.10834517,1.6522275,-118.0,-15.7621355,-153.28,0.0021865410346713675,0.16717905,0,-153.0625,2.6949854,45013.60247731209,-15.6537895,-134.0,-0.09324849,3.213656,0.690896600484848,1.5768144,1.5574023,0.0,559.75450487587,24960.0,24960000.0,0.0713967,-0.1501789,1.1503143e-12
99,1.7967802,1000.0,0.14427646,1.5993998,-118.0,-15.833266,-153.2,0.0021949971740988696,0.16549492,0,-153.59375,2.6677005,45469.18392944336,-15.68899,-134.0,-0.1306516,3.2033587,0.6853854954242706,1.5864936,1.4671617,0.0,561.9192765693106,25216.0,25216000.0,0.0707807,-0.1489422,1.1657508e-12
100,1.7998114,1000.0,0.10976919,1.5778235,-118.0,-15.579084,-153.08,0.002288223042617234,0.17032701,0,-152.421875,2.7930188,45906.20426416397,-15.4693165,-134.0,-0.060872152,3.2734096,0.6976894736289978,1.5663862,1.515385,0.0,585.785098910012,25472.0,25472000.0,0.07302379,-0.14779961,1.170848e-12
101,1.7940547,1000.0,0.107165866,1.5031582,-78.0,-15.557206,-151.92,0.0021746156836418553,0.16640726,0,-150.9375,2.8774555,46366.05563354492,-15.450039,-78.0,-0.04691751,3.3417296,0.7117768824100494,1.5660671,1.4546746,0.0,556.701615012315,25728.0,25728000.0,0.06996804,-0.14755782,1.2076917e-12
102,1.7704263,1000.0,0.06387493,1.5197212,-78.0,-15.357409,-151.64,0.0021691482225140958,0.17114548,0,-151.296875,2.782978,46827.06608438492,-15.293533,-118.0,-0.07110317,3.2556462,0.7042795717716217,1.5253818,1.4470927,0.0,555.3019449636085,25984.0,25984000.0,0.074257314,-0.14801799,1.1690824e-12
103,1.787498,1000.0,0.09400902,1.5760547,-78.0,-15.426016,-150.76,0.0021831463145305006,0.16835359,0,-150.953125,2.749126,47285.12058734894,-15.3320055,-118.0,-0.09225508,3.250173,0.6975328624248505,1.5491693,1.4822505,0.0,558.8854565198081,26240.0,26240000.0,0.074059084,-0.14706214,1.175889e-12
104,1.7789137,1000.0,0.093566485,1.6373181,-78.0,-15.395697,-150.04,0.0022001849494383053,0.16782987,0,-150.6875,2.738865,47739.62783241272,-15.302128,-118.0,-0.123268664,3.240891,0.6987126469612122,1.5612309,1.5124882,0.0,563.2473470562061,26496.0,26496000.0,0.072503746,-0.14672866,1.1415417e-12
105,1.7816616,1000.0,0.04394414,1.655122,-62.0,-15.017572,-147.64,0.002151375814959891,0.16330248,0,-149.484375,2.7670798,48204.446667432785,-14.973631,-62.0,-0.10289427,3.225355,0.694862574338913,1.547575,1.5506802,0.0,550.7522086297321,26752.0,26752000.0,0.06936887,-0.14532363,1.1662662e-12
106,1.7808934,1000.0,0.04204777,1.6060063,-62.0,-15.079078,-149.68,0.0021601616693261065,0.16545431,0,-149.65625,2.7865999,48667.37498164177,-15.037029,-126.0,-0.02935672,3.2496746,0.6996717751026154,1.5353322,1.5751143,0.0,553.0013873474833,27008.0,27008000.0,0.068346635,-0.14612173,1.1434087e-12
107,1.7594441,1000.0,0.015674481,1.6384534,-62.0,-14.772802,-148.44,0.0021629732742409714,0.16381396,0,-149.40625,2.6939332,49129.70154476166,-14.757128,-110.0,-0.08049913,3.205762,0.6987767815589905,1.5277175,1.5564265,0.0,553.7211582056888,27264.0,27264000.0,0.07097496,-0.14492016,1.163404e-12
108,1.7619102,1000.0,0.028595502,1.6012534,-62.0,-14.800919,-147.56,0.0021565157847866345,0.16964643,0,-148.109375,2.7133853,49593.41250252724,-14.772323,-102.0,-0.06536823,3.2189524,0.7004023790359497,1.5062137,1.534379,0.0,552.0680409053784,27520.0,27520000.0,0.07220483,-0.14430301,1.1899201e-12
109,1.760547,1000.0,0.006495262,1.5206436,-62.0,-14.714588,-149.18,0.0021878721264758077,0.16635045,0,-148.7890625,2.6551151,50050.47760605812,-14.708092,-126.0,0.015238354,3.181716,0.6938230395317078,1.4926723,1.5343893,0.0,560.0952643778069,27776.0,27776000.0,0.07234137,-0.14484614,1.1158288e-12
110,1.7674096,1000.0,0.0054935445,1.5854825,-38.0,-14.59799,-147.6,0.002213311563032365,0.16468503,0,-147.734375,2.6930974,50502.28927898407,-14.592497,-38.0,0.000798542,3.2384305,0.7021447718143463,1.4935219,1.5847875,0.0,566.6077601362854,28032.0,28032000.0,0.06994878,-0.14405574,1.113218e-12
111,1.7839044,1000.0,0.010667921,1.6257019,-38.0,-14.509765,-148.16,0.0021902830739500704,0.16284403,0,-147.703125,2.6533122,50958.851269483566,-14.499096,-118.0,-0.05100392,3.2226124,0.6935730278491974,1.5079013,1.5731901,0.0,560.712466931218,28288.0,28288000.0,0.06770485,-0.14309892,1.1105173e-12
112,1.7280654,1000.0,-0.028867207,1.4640105,-22.0,-14.582794,-149.88,0.0021792855988557094,0.1656867,0,-147.703125,2.8143673,51417.71723937988,-14.61166,-22.0,-0.016670128,3.2836652,0.7230491936206818,1.5068408,1.4458336,0.0,557.8971133070615,28544.0,28544000.0,0.07158389,-0.14566346,1.1766117e-12
113,1.747108,1000.0,-0.019763632,1.469271,-22.0,-14.477777,-146.76,0.0021560986925463514,0.16892047,0,-147.859375,2.7643418,51881.517900943756,-14.4975395,-118.0,0.009407257,3.2876897,0.7176044583320618,1.4974827,1.4771807,0.0,551.961265291866,28800.0,28800000.0,0.07351393,-0.14436816,1.1973237e-12
114,2.4771886,1000.0,0.020868553,1.4700154,294.6,-14.551901,-147.96,0.0021964778588657685,0.16529244,0,-146.915953307393,2.7623107,52336.79223752022,-14.531034,294.6,0.058315787,3.7345197,0.5600040853023529,1.4948652,1.5268363,0.0,562.2983318696367,29057.0,29056857.0,0.06796406,-0.14273997,1.1272243e-12
115,1.7021621,1000.0,-0.12302545,1.5265752,294.6,-13.876527,-148.32,0.002185950732251025,0.16476256,0,-148.046875,2.53278,52794.25908946991,-13.999552,-62.0,0.087415285,3.0754838,0.6936802864074707,1.5050948,1.6124854,0.0,559.6033874562625,29313.0,29312857.0,0.069748595,-0.14469759,1.0952293e-12
116,1.7126708,1000.0,-0.09525103,1.3946445,294.6,-14.103656,-149.0,0.0021811792590087187,0.16604455,0,-148.4375,2.5679276,53252.72668027878,-14.198908,-102.0,0.11297278,3.1179752,0.6982811093330383,1.5063088,1.506111,0.0,558.381890306232,29569.0,29568857.0,0.06944674,-0.1451674,1.0975953e-12
117,1.7253139,1000.0,-0.07963254,1.5019667,294.6,-14.1972,-147.56,0.0021890406524059124,0.16894096,0,-148.421875,2.6849809,53709.54779911041,-14.27683,-94.0,0.12253721,3.2050405,0.7102194726467133,1.4765918,1.6230273,0.0,560.3944070159135,29825.0,29824857.0,0.07104696,-0.14462128,1.1126973e-12
118,1.7361543,1000.0,-0.058555678,1.4279954,294.6,-14.240558,-146.92,0.002184572927579847,0.16579637,0,-147.640625,2.6936467,54167.30317425728,-14.299114,-94.0,0.118237264,3.209323,0.7073491513729095,1.4823623,1.5447503,0.0,559.2506694604409,30081.0,30080857.0,0.06658876,-0.1436588,1.1156716e-12
119,1.7562412,1000.0,-0.012803625,1.5168601,294.6,-14.409121,-146.64,0.002221996669352916,0.16649139,0,-147.015625,2.6486177,54617.348853349686,-14.421923,-86.0,0.03046195,3.2036433,0.6994754076004028,1.4956975,1.5458264,0.0,568.8311473543464,30337.0,30336857.0,0.06924871,-0.14289056,1.175811e-12
120,1.7785562,1000.0,0.041888118,1.4927031,294.6,-14.607287,-146.48,0.0021896289603003855,0.16460124,0,-146.28125,2.6501698,55074.04723381996,-14.565402,-70.0,0.00721932,3.224575,0.6957782804965973,1.4582766,1.4984641,0.0,560.5450138368986,30593.0,30592857.0,0.0680003,-0.14166465,1.1067615e-12
121,1.8067449,1000.0,0.057984054,1.7414731,294.6,-14.573409,-143.44,0.0021882958333420484,0.1605257,0,-144.015625,2.776613,55531.02383852005,-14.515429,-30.0,-0.046337143,3.3390625,0.7072178423404694,1.4799411,1.693656,0.0,560.2037333355644,30849.0,30848857.0,0.06286463,-0.14033929,1.2212137e-12
122,2.386277,1000.0,0.08313238,1.473235,294.6,-14.558242,-144.32,0.0022108337781272798,0.1631771,0,-142.91400778210118,2.7749617,55983.34187793732,-14.475113,267.1,0.01897532,3.7217665,0.5889038145542145,1.4649544,1.4907454,0.0,565.9734472005837,31106.0,31105852.0,0.0655844,-0.13878778,1.1560646e-12
123,1.824853,1000.0,0.12075964,1.686968,294.6,-14.958248,-142.84,0.00219625609618163,0.16091792,0,-142.9375,3.013793,56438.66218495369,-14.837489,-78.0,-0.14231409,3.487297,0.726172000169754,1.4723142,1.5431815,0.0,562.2415606224973,31362.0,31361852.0,0.064953,-0.13957573,1.1310143e-12
124,1.8703002,1000.0,0.115799434,1.6948481,294.6,-14.791539,-140.92,0.0021941332032028695,0.16056983,0,-142.34375,2.9825625,56894.423028707504,-14.675742,-22.0,-0.094718784,3.4876277,0.7124175727367401,1.4550583,1.5986742,0.0,561.6981000199346,31618.0,31617852.0,0.06353308,-0.13871951,1.2186709e-12
125,1.8304001,1000.0,0.07731562,1.7151446,294.6,-14.581226,-142.64,0.00220765675562561,0.16398579,0,-142.984375,2.970042,57347.39199566841,-14.503911,-70.0,-0.082373396,3.4556463,0.7194350063800812,1.412316,1.6313589,0.0,565.1601294401561,31874.0,31873852.0,0.06746776,-0.13878551,1.1279044e-12
126,2.6256535,997.8,0.078466326,1.5635918,310.15,-14.413957,-138.1585,0.002160952924976287,0.15901802,0,-140.52081712062255,2.8651555,57810.1508038044,-14.335491,310.15,-0.00015889455,3.9105556,0.5491854250431061,1.462407,1.5619706,0.0,553.2039487939295,32131.0,32130632.0,0.06383141,-0.1371043,1.1444987e-12
127,1.8475494,1000.0,0.11360549,1.7054063,310.15,-14.728188,-141.52,0.002194406782062092,0.16418342,0,-141.484375,3.0810864,58265.85482740402,-14.614584,10.0,-0.08773172,3.529796,0.7260363698005676,1.4524168,1.6162221,0.0,561.7681362078956,32387.0,32386632.0,0.06914003,-0.13749622,1.2373414e-12
128,1.8989192,1000.0,0.126264,1.7288743,310.15,-14.640485,-140.4,0.0021815481664508502,0.16185579,0,-141.0625,3.0594907,58724.244889736176,-14.514222,10.0,-0.14510016,3.560735,0.7155973315238953,1.4456991,1.5823284,0.0,558.4763306114177,32643.0,32642632.0,0.06503047,-0.13597727,1.1571371e-12
129,1.8775119,1000.0,0.12985429,2.4149365,310.15,-14.61526,-140.2,0.0021653443639758157,0.16200596,0,-138.65625,3.038287,59186.065197229385,-14.485406,-22.0,-0.1983561,3.5527437,0.720721423625946,1.4219912,2.2151585,0.0,554.3281571778087,32899.0,32898632.0,0.0647388,-0.13619407,1.1954157e-12
130,3.0288055,994.85,0.1672316,2.156755,336.25,-14.581111,-130.2895,0.0021813967393184796,0.16472325,0,-136.98042635658913,3.1053565,59644.48707985878,-14.413878,336.25,-0.1278589,4.3541265,0.5161166191101074,1.4120513,2.027484,0.0,558.4375652655308,33157.0,33156117.0,0.06481341,-0.13351229,1.2338512e-12
131,1.946871,1000.0,0.18252374,1.5234029,336.25,-14.905506,-138.32,0.0022047265686608794,0.16292149,0,-139.5,3.082073,60098.058064222336,-14.722983,-22.0,-0.09294423,3.6066923,0.708622395992279,1.3936073,1.4290651,0.0,564.4100015771851,33413.0,33412117.0,0.06414997,-0.13645574,1.2054579e-12
132,1.9380281,1000.0,0.22995786,2.1156118,336.25,-15.000157,-140.56,0.0021592970361893377,0.16200387,0,-139.734375,2.9094973,60561.17174577713,-14.7702,-22.0,-0.27912015,3.513889,0.6958105862140656,1.431683,1.83506,0.0,552.7800412644704,33669.0,33668117.0,0.06458315,-0.13507426,1.237233e-12
133,1.833516,1000.0,0.14293845,1.6960744,336.25,-14.536065,-139.8,0.002159649124984053,0.1622242,0,-139.4375,2.883901,61024.20992565155,-14.393128,-22.0,-0.124906994,3.409957,0.7108843326568604,1.38949,1.5697778,0.0,552.8701759959175,33925.0,33924117.0,0.06288861,-0.13609022,1.177317e-12
134,1.7913479,1000.0,0.06513231,1.565056,336.25,-14.212087,-140.12,0.0022031072439878787,0.16482031,0,-140.015625,2.8580241,61478.11429309845,-14.146955,-62.0,-0.0019256229,3.3897681,0.7207328379154205,1.392932,1.5617374,0.0,563.995454460897,34181.0,34180117.0,0.061162725,-0.13714316,1.1294805e-12
135,1.8385166,1000.0,0.10693714,1.6578912,336.25,-14.229646,-140.44,0.002205409144742408,0.16516373,0,-139.140625,2.8078449,61931.54489684105,-14.122706,-22.0,-0.13195059,3.3737328,0.7030291855335236,1.3887371,1.5245519,0.0,564.5847410540564,34437.0,34436117.0,0.061846808,-0.13455851,1.1923189e-12
136,1.8294544,1000.0,0.071906716,1.5699908,336.25,-14.055389,-138.68,0.0021787003261837957,0.16049784,0,-138.1875,2.7467308,62390.534133672714,-13.983482,-78.0,-0.042311717,3.3188272,0.6961397528648376,1.3511481,1.5263278,0.0,557.7472835030517,34693.0,34692117.0,0.059096213,-0.13504621,1.1961749e-12
137,2.5869954,1000.0,0.049396392,28.461115,336.25,-13.91819,-138.16,0.0022368916992805154,0.16714525,0,-136.47373540856032,2.8373735,62837.583045482635,-13.868796,274.25,-0.41217005,3.8726094,0.5537441074848175,1.3597972,28.047585,0.0,572.6442750158119,34950.0,34949076.0,0.06626045,-0.1340648,1.1802765e-12
138,1.8396295,1000.0,0.058473695,1.5451229,336.25,-13.9888735,-138.0,0.0022343903012379406,0.16376127,0,-139.0625,2.8675337,63285.13242816925,-13.930401,-54.0,-0.018167382,3.4333515,0.7129059135913849,1.3644309,1.525591,0.0,572.0039171169128,35206.0,35205076.0,0.062042173,-0.13406904,1.2181419e-12
139,1.8704517,1000.0,0.088402234,1.6847094,336.25,-14.050376,-137.0,0.002156127978906014,0.16359231,0,-136.5,2.8412426,63748.92678999901,-13.961974,-22.0,-0.10002623,3.436668,0.7037776410579681,1.3941892,1.583289,0.0,551.9687625999396,35462.0,35461076.0,0.06302594,-0.13308626,1.2560246e-12
140,1.8729488,1000.0,0.026927203,1.73092,336.25,-13.831642,-137.32,0.0021590066499302587,0.16104913,0,-136.8125,2.9484048,64212.10276031494,-13.804717,-22.0,-0.054433238,3.484174,0.7110304236412048,1.3734301,1.6751133,0.0,552.7057023821462,35718.0,35717076.0,0.059891474,-0.13392696,1.2093263e-12
141,2.4780545,1000.0,0.052410252,1.6045276,336.25,-13.888582,-137.36,0.002162324362216083,0.16227241,0,-136.38910505836577,2.9411936,64674.56806731224,-13.83617,296.0,0.048215006,3.8908377,0.5943649709224701,1.3494631,1.6513932,0.0,553.5550367273172,35975.0,35973926.0,0.0630944,-0.13352783,1.2153257e-12
142,2.6403239,999.31,0.094626375,1.5563027,336.25,-13.679148,-131.3005,0.0021276638690332327,0.16402762,0,-135.09747081712064,2.8038452,65144.567118644714,-13.58452,279.95,-0.010747471,3.9275806,0.5480773150920868,1.3672283,1.544188,0.0,544.6819504725075,36232.0,36230857.0,0.06052452,-0.12985747,1.1731908e-12
143,2.5888703,998.58,0.062588714,1.7258476,336.25,-13.60273,-132.595,0.002205550453224963,0.16256364,0,-133.93579766536965,2.903233,65597.96867132187,-13.540142,294.5,-0.03525554,3.9493752,0.5703015625476837,1.3858087,1.6892062,0.0,564.6209160255904,36489.0,36487715.0,0.059887793,-0.12988476,1.1406527e-12
144,2.5485902,1000.0,-0.03072176,2.7315888,336.25,-13.172307,-136.0,0.002172763352037408,0.160649,0,-132.75291828793775,3.0481873,66058.21207475662,-13.203029,282.5,-0.1243105,4.003186,0.5946889519691467,1.3794703,2.6058989,0.0,556.2274181215765,36746.0,36744633.0,0.05930814,-0.13040753,1.1677613e-12
145,3.5726323,997.86,0.11255656,1.5923278,336.25,-13.599622,-124.37100000000001,0.0021970481187771553,0.1612747,0,-129.77181467181464,3.2665975,66513.36824154854,-13.487064,305.05,0.020720543,4.8661675,0.46098291873931885,1.3565918,1.6116918,0.0,562.4443184069518,37005.0,37003298.0,0.06122745,-0.12512748,1.1857635e-12
146,1.9112223,1000.0,-0.12345378,1.5443631,336.25,-12.65199,-135.48,0.00218926735260541,0.16014029,0,-134.25,3.1161976,66970.14205622673,-12.775443,-22.0,0.1756976,3.654088,0.7264325618743896,1.3440089,1.7187167,0.0,560.452442266985,37261.0,37259298.0,0.059689503,-0.13037403,1.1507548e-12
147,2.9747324,998.63,-0.09455138,24.415525,336.25,-12.7222,-130.566,0.002200339196051782,0.17115214,0,-130.59147286821704,3.1782832,67424.61743974686,-12.81675,310.0,-0.27012786,4.3997974,0.5428797900676727,1.3418963,24.144056,0.0,563.2868341892562,37519.0,37516941.0,0.065185286,-0.1292097,1.2432226e-12
148,1.9235885,1000.0,-0.08457711,1.5061376,336.25,-12.938905,-134.92,0.002206284148787251,0.16869886,0,-136.578125,3.1184087,67877.86821460724,-13.02348,-22.0,0.19486444,3.6801038,0.7267851829528809,1.3207673,1.6996813,0.0,564.8087420895363,37775.0,37772941.0,0.06356464,-0.13171756,1.246906e-12
149,1.8340715,1000.0,-0.07978877,1.670749,336.25,-13.010933,-134.92,0.002182243305394014,0.16378008,0,-134.859375,3.0715845,68336.1122598648,-13.090719,-22.0,0.0676721,3.589643,0.7389461696147919,1.3202156,1.7371008,0.0,558.6542861808675,38031.0,38028941.0,0.059266623,-0.13229756,1.2185052e-12
150,1.8605589,1000.0,-0.10216466,1.6491715,336.25,-12.896011,-137.28,0.0021663368798136144,0.16572931,0,-136.453125,3.1015635,68797.72098255157,-12.998176,-54.0,0.07341374,3.6221511,0.7361520528793335,1.3216285,1.7212635,0.0,554.5822412322852,38287.0,38284941.0,0.06226757,-0.13162087,1.205092e-12
151,3.566695,997.21,0.044712428,24.374763,336.25,-13.038489,-119.3585,0.0021641128389761335,0.16960813,0,-128.22335907335906,3.1968665,69259.80409669876,-12.993777,297.9,-0.3759958,4.8451333,0.4580984115600586,1.3191853,23.997448,0.0,554.0128867778901,38546.0,38543662.0,0.061278716,-0.12391931,1.2385864e-12
152,3.2235587,998.0,0.032870658,2.144985,336.25,-13.277216,-127.119,0.0021296985818937486,0.1599716,0,-127.8827519379845,3.4141169,69729.35411119461,-13.244344,306.1,-0.030923553,4.6611743,0.5217219591140747,1.3743677,2.112687,0.0,545.2028369647996,38804.0,38801272.0,0.05938855,-0.12569879,1.2018981e-12
153,4.0991626,1000.0,0.14663923,27.79002,336.25,-13.19405,-124.24,0.0021753298402118573,0.1638106,0,-123.0915057915058,3.5468347,70189.05451226234,-13.047409,320.5,-0.4117456,5.421123,0.42824268341064453,1.3313951,27.376944,0.0,556.8844390942355,39063.0,39059667.0,0.060623024,-0.11757655,1.2682908e-12
154,5.0578523,989.33,0.15684313,2.5505068,338.2,-12.559813,-104.14299999999999,0.002190271486427123,0.16240728,0,-115.13199233716476,3.5006087,70645.61891818047,-12.402969,338.2,-0.0065383604,6.2485275,0.34479546546936035,1.3468162,2.5426216,0.0,560.7095005253435,39324.0,39319206.0,0.06169116,-0.11139754,1.196899e-12
155,4.4837775,995.81,0.11474528,2.4027185,341.35,-12.813237,-116.32,0.002186942075757834,0.16349982,0,-119.6511583011583,3.635212,71102.87839984894,-12.698489,341.35,-0.004298767,5.788457,0.3999844193458557,1.3053794,2.3971145,0.0,559.8571713940055,39583.0,39577266.0,0.062117722,-0.11670244,1.3372483e-12
156,3.2070656,997.91,-0.077939905,2.006245,341.35,-12.107588,-126.941,0.002161848075137729,0.1657145,0,-125.39903100775193,3.4945567,71565.4455947876,-12.185528,307.9,0.082761295,4.6796813,0.5303404033184052,1.3118123,2.0876944,0.0,553.4331072352586,39841.0,39834932.0,0.059966013,-0.12205057,1.3107459e-12
157,4.0296636,998.75,0.04388291,2.2908392,341.35,-12.62467,-117.109,0.0021669835621147267,0.16108964,0,-122.00656370656371,3.4173312,72026.91656184196,-12.580787,283.2,0.08517393,5.335179,0.4295210838317871,1.3372624,2.3746758,0.0,554.74779190137,40100.0,40093721.0,0.056950912,-0.11914688,1.3228977e-12
158,4.081029,1000.0,-0.04172356,2.329524,341.35,-12.218695,-129.76,0.002161893030181243,0.16726923,0,-121.36807692307693,3.7135322,72489.47413802147,-12.260414,302.35,0.06251103,5.511226,0.451668918132782,1.2762834,2.3907588,0.0,553.4446157263983,40360.0,40353142.0,0.061637554,-0.11842892,1.2419919e-12
159,3.941769,996.04,-0.12252404,2.2541635,341.35,-11.67356,-115.726,0.0021813007331260886,0.16376534,0,-123.75961538461539,3.587735,72947.91619729996,-11.796085,304.65,0.10302369,5.3606358,0.45930832624435425,1.3042735,2.355883,0.0,558.4129876802787,40620.0,40612711.0,0.058931306,-0.11855789,1.2700059e-12
160,5.2875013,992.65,-0.003953516,2.0649264,341.35,-11.587971,-106.92649999999999,0.002173154892390789,0.16538356,0,-116.04351145038169,3.605486,73408.07667803764,-11.591922,316.15,0.23026636,6.5534863,0.34903717041015625,1.3314891,2.2938612,0.0,556.3276524520419,40882.0,40873631.0,0.063050054,-0.111229636,1.2402468e-12
161,5.3295727,992.33,0.0675574,23.701973,342.6,-11.929375,-116.14400000000002,0.0022057210683010414,0.16824965,0,-114.81920152091256,3.512981,73861.44315958023,-11.861818,342.6,-0.3542249,6.530154,0.3339022994041443,1.3252344,23.346422,0.0,564.6645934850666,41145.0,41135391.0,0.064106695,-0.1112089,1.273818e-12
162,5.9619246,988.95,0.09432306,2.6241543,346.3,-11.798894,-107.62799999999999,0.002199805884400601,0.16273709,0,-109.77908745247149,3.8297403,74316.02872419357,-11.704568,346.3,0.23450056,7.316577,0.33601683378219604,1.3155476,2.8573394,0.0,563.1503064065539,41408.0,41396224.0,0.059078526,-0.10811415,1.3248424e-12
163,5.2480445,996.92,0.023532592,3.012665,346.3,-11.728501,-117.18299999999999,0.0021858605969955814,0.1689154,0,-117.43488372093022,3.9435306,74773.51444005966,-11.704968,329.3,0.07288601,6.675596,0.3819623589515686,1.254569,3.0842965,0.0,559.5803128308688,41666.0,41652896.0,0.061668236,-0.112663016,1.35762e-12
164,5.6191792,993.26,0.08503473,2.0036032,346.3,-11.691783,-102.76799999999999,0.0021888743945354824,0.16245127,0,-111.9675,3.9864507,75230.3702571392,-11.606747,321.9,0.089104645,7.0695634,0.3682277202606201,1.3567066,2.0913513,0.0,560.3518450010835,41926.0,41911757.0,0.059335887,-0.10977531,1.2771101e-12
